sepal_length,sepal_width,petal_length,petal_width
6.486625963798716,2.724002822617204,4.825161662051774,1.4909425688648703
6.376805189366404,2.5998560301446263,5.1578529982478285,1.445777011574369
6.16448937493432,2.6764181522754376,5.540038534348922,1.5550008843840644
6.000699992364861,2.881217547349092,5.455543857773687,1.4704890624998306
6.7157464615367894,2.6064723688303957,5.429236992163491,1.51208827280171
5.950947854892577,2.7479991753513104,5.597752852295549,1.5850668049927277
6.3946088153452445,2.5844917906665343,5.016167814559529,1.4289154542035811
5.7594613601767914,2.823634457682816,5.496969413837693,1.5526799604522377
5.9845972888554435,2.8412073798941218,5.552098969013908,1.5668745158768806
6.538737113252522,3.062168573087409,5.404850777407705,1.3909870629296257
6.108020209590014,3.0604787924131043,5.089499502081957,1.3834912335963554
6.247842148387151,2.910316211079648,5.6074991861148655,1.4471715949689605
6.3177494623478845,3.0126211946038843,4.95237256241848,1.3827784669772571
6.865659202501894,2.7935268517595597,5.102839384987411,1.5363600433812548
5.674456145866063,3.0414334583185556,4.958680106470032,1.4690795587153047
5.889377651891876,2.731764903443778,5.410022401391572,1.5899975017666605
6.84910401952827,2.7458085047012455,5.3128959338235555,1.5021712665622673
6.683068714794104,2.919023525114478,4.9652609837920005,1.4510021502761077
5.988077503415239,2.842848842673637,5.573119708625737,1.4100200212852698
5.790018093179449,2.5868643595627354,5.388760649775152,1.455031441285369
5.952702202892398,2.71759270628916,5.248237429086112,1.514036137448485
6.606922652216745,2.7098815231497944,5.051069144933979,1.380590510688877
5.762053894001305,2.778862935992696,4.897628539594842,1.5338401716408394
5.7241827284601605,2.5881891714557566,5.472494627328523,1.5198934864557312
6.567188712450946,2.9915043864760853,5.063111029809052,1.578318115190243
6.33097782963264,2.644739311353274,4.934409292176958,1.4971051323166984
6.069275795737061,2.707895507155943,4.934140687873741,1.3868519936571313
5.7766496850874365,2.5460377822271303,4.703175386255023,1.4531121276406853
6.418278475286652,2.625362279237269,5.49576902292269,1.5925147293718347
6.3258641621395455,2.9255575052554814,4.963655095192734,1.361033337819927
6.809459387891001,2.59156435342438,5.556896093307244,1.521564776479833
6.055009456887002,2.7974937890546325,5.101662405101555,1.3569861238327745
6.117879413374014,2.934324847744034,5.110270572729721,1.4232690351028752
6.092238423646549,3.0033104601449314,5.126060663553234,1.5085056367653709
6.881448998404273,2.6996935834605202,5.079131947608352,1.5935140793162503
6.626229433597658,2.6688476762800564,4.744112868557493,1.5602113728562106
5.994646782777065,3.036698463973575,4.721832647869011,1.445494560040433
5.739031931125392,2.9138509718434915,5.499087901893706,1.5407623581993022
6.851568799544469,2.591962227960677,4.679488605807952,1.6015238193502115
6.747944080987,2.985382135179992,5.404944200584421,1.458668509181598
5.944002225325148,3.0401302511987627,4.903140186505301,1.4695223046492096
6.551444288909058,2.684279404796633,5.425512825992221,1.3710103870895343
6.666890160910056,2.8570367406659702,5.174453516995864,1.487513111741598
6.019077451317112,2.7798793598414924,5.049029082259061,1.5251262566349209
6.024783600177968,2.563453525906643,4.737991235571921,1.5597532294384717
5.69834033534078,2.9996081050014407,5.298285274029512,1.5804259623923147
6.723340405857778,2.5887178486009015,5.428900112789467,1.5013927312977167
6.785760036829028,3.016488496593792,4.614661604629253,1.4648595646450617
6.333262482790245,2.899881650278425,4.881909971617816,1.4256426781993956
6.1503948060522,2.8005256673799406,5.560169156033521,1.5786325400092311
6.210944670341508,2.5504450599265027,4.7618910039866345,1.4867773272958251
6.695420634124368,2.7331894999793125,5.139266583759961,1.6175414658255307
6.821383286877552,2.640833998007906,4.634466820228446,1.4416231592914546
6.546710916680483,3.0526228325467093,4.668572639983796,1.3585451431647815
6.784025488362009,2.938961350697759,5.602093550738687,1.469037864439696
6.194224140472329,2.6164946288865716,4.708164095649285,1.5236154031770712
6.128999101631488,2.564977210849337,5.494726810913786,1.4095069404747997
6.613216277224452,2.678048013826142,5.4191629273678545,1.385519052428296
6.62265022887942,2.574946569384287,5.045854103614081,1.5702013051798813
5.888255160295494,2.6799723937541646,5.472062331934041,1.6155357962722938
5.726618670090435,2.614130727797666,4.709821379078316,1.403907928395391
6.892436532625903,2.8289269393226553,5.0674746382640246,1.645340211927785
6.371764723624527,2.8902260393134935,4.929425956970164,1.4646344593528555
6.418955823599432,2.55908003904026,4.85100054376567,1.4090435248380921
5.690025675356404,2.8206647114914363,5.162273896314356,1.4651817669111777
6.008596611525636,2.8851535305569898,4.727352344612146,1.5055845094906002
6.63777322212138,2.612006871013384,5.358324729367736,1.5782383527460193
5.745507576770373,2.5305192226088216,5.583414114107959,1.4080147978496473
6.70589540346613,2.834636365705367,4.859761600687737,1.3889911309856438
6.295813364707937,2.748118694512492,5.302863806819409,1.6212505648643178
6.684612589573932,2.673693148114695,5.486511882821351,1.6000173942313811
6.840711654489429,2.776850059781273,5.373946675857586,1.527497419657101
6.0612334682123485,3.0768813614239474,4.629073616176454,1.3986817717677225
6.794603376790187,2.5539151923110746,5.494557080690392,1.5645664428174602
5.716221846797123,2.7604192239983387,5.359560904502281,1.5249300853892398
6.849197827875217,3.00588065843072,4.929300588040828,1.375388158656027
6.859763869953521,2.8096805899500388,4.665885576859387,1.594972684007784
6.764318153063593,2.8780777984988797,5.046459145000066,1.5486519036970718
6.560421456588455,3.0200967765281415,5.564978913982233,1.5042962797172734
6.676103112243468,3.0601253513553264,4.744268204909905,1.355480394482903
6.764894353788851,2.62935306661841,4.633328341964437,1.3980288412972333
6.153984788167149,2.6427887928918445,4.901358701682452,1.642588215429014
6.557550985644844,2.9188273678217938,4.68657908222248,1.5696295109468075
6.6015738595236835,2.8894572103077136,4.823005021917832,1.4769108537246554
6.736308332883727,2.8953129124307506,5.3374242116999,1.5262123200377427
6.23647911488084,2.94506912563758,4.65928433065363,1.5519482198340793
6.926477679891856,2.956907480502098,4.886374781809004,1.4333458484116142
6.510695449347758,3.0216783839247765,5.179508735664799,1.5082206861510175
5.872084008643026,2.920655895001497,5.306344592030648,1.6400854177001543
6.048242152225137,2.9436094667658175,5.032746566421581,1.5175418374848406
6.698731858056703,2.644317225210626,4.939726114317963,1.5819926010592793
6.388776973262704,2.5717568334668393,5.028789584114083,1.525989993891905
6.815991818720766,2.6255533079656375,5.412072027745032,1.3891873449229775
5.975216931695517,2.656272574754469,5.485028779827009,1.4097053076044963
