sepal_length,sepal_width,petal_length,petal_width
5.761409236363181,2.379673953167272,4.686169782629008,1.2492686329217138
6.917621499974705,2.1048917163498833,4.542375828156779,1.286539283776783
6.232718395394386,2.280516983375428,4.1876399609452575,1.3560463351063803
6.579186422867133,2.1999026706486804,4.695069685555437,1.2523796853490858
6.583617336223043,2.12565989305555,4.108457445667296,1.2521068675721454
6.418280947261505,2.3669352833202018,4.308793431331378,1.1902381798087336
6.140779661636833,2.3868330573412098,4.550476005794678,1.211651067433415
5.679807802538899,2.4163715439562132,4.053603986419015,1.1914107774307143
5.6734035332110455,2.2689966099401864,4.402872232792717,1.3357926519986338
6.043040439297858,2.3967953695379185,4.109012034518109,1.3863174138086902
6.390528894401962,2.338589318751142,4.144602364125616,1.189268274818101
6.255553251881645,2.3531814978842847,4.043640883622284,1.4171389633773235
6.905322093893337,2.320910079880546,4.796060856640597,1.2166557617710219
5.702030063326201,2.088128386233579,4.477010981895566,1.1860268896935742
6.8777674645983495,2.1352892769493232,4.228156069326621,1.3838546285195708
5.945612807111157,2.181765490889102,4.525231881096096,1.2417823830072083
5.943984018849703,2.1869217485806023,4.39176979941984,1.4211859669101854
6.718619806367148,2.2009207216976816,4.279768423478327,1.2907731851310602
6.903451355241407,2.1492996154344293,4.2745851310728575,1.3596507844355061
6.884569105178868,2.141610597871549,4.1600943596910245,1.228680615341512
5.696374357160012,2.3478931874912363,4.550218705248387,1.326656731432566
5.759866966660146,2.1018458578429904,4.14514016795483,1.2454765740817177
6.66104500644666,2.1433195222445036,3.998801150429829,1.2724367520053943
6.19465413437882,2.2774173755669187,4.687675118743733,1.1954814078664449
6.556967023851672,2.2254549626808333,4.232782520063214,1.4124612127823548
5.983070340765095,2.3655646442561085,4.202112426490961,1.3018574094865
6.66072904467131,2.4755923608174797,4.698053571459645,1.3213669913976065
5.98350855732616,2.3741673563004584,4.584716440286056,1.1727799174295104
6.223405243774161,2.4579005396980116,4.3908370846938825,1.2509576149624635
6.7684651914910745,2.1417051208637106,4.141671804526257,1.3487168154033948
6.114069286323485,2.3979877444375384,4.098779186708353,1.23558996329622
5.867375696738178,2.508338744239214,4.316755485548813,1.2576771765766588
5.687894716775163,2.140572086529008,4.3305995534934,1.1878107260686925
6.313531555177834,2.2793071016936457,4.63510796350303,1.3415487023640824
6.231893604703923,2.173343922048333,4.59963993809567,1.354044146898093
5.863153162249388,2.490785842455685,4.0166765020932385,1.1843098043121063
5.906061526254658,2.4883519671024343,4.417598349152492,1.374864639374954
5.95708241697639,2.2955021083407208,4.275294727989016,1.3852354378372103
5.698481593592626,2.1821676557844083,4.0942653173860935,1.393389150067608
6.2591052506141445,2.2559412201908793,4.355544830648951,1.4227003831826073
6.741336916863263,2.394929635051141,4.215621484116464,1.2129449798747964
6.831006372570811,2.264614740486382,4.205305103532394,1.2924394148685852
6.826487752753644,2.2480509641599946,4.455124077578327,1.3787712382882276
6.208186989120972,2.177429228886129,4.83518265857707,1.4187084229375617
6.732783753098147,2.386651984517524,4.219481752701334,1.4074873639226484
6.017201404352748,2.438372367551343,4.7680671877883505,1.326780998511777
6.681850834542885,2.4341797456328034,4.129978820986462,1.3436603631349822
5.787769600499598,2.303611065843241,4.1027672823637085,1.2782508696870722
6.719557414120032,2.524097206229894,4.239804651860464,1.3083084816836261
6.3142355107068155,2.50902469452229,4.381153684540841,1.3517676134039214
6.831454433716742,2.241754137386946,4.753867569655942,1.4085386176916637
6.842634754998585,2.194405245316856,4.312312922957564,1.3963029361386827
6.122543898593327,2.346116395149412,4.0638879663888465,1.1846314969089227
6.189112426760137,2.33630160499265,4.305575219755869,1.320211300241819
6.31900631397645,2.3854253254715947,4.531588539337544,1.2803038828337108
6.2054940029290275,2.1347580364056267,4.411649943444885,1.3226665733152814
6.270376640665821,2.219825374140019,4.595050718941528,1.1894120276077582
6.8221948658901,2.079495982191065,4.806868117425686,1.2902124562430124
6.189964129444461,2.1879642480330665,3.9688625986524095,1.241445468749668
5.807843906080021,2.373517587638961,4.240785975642239,1.3694666253849521
5.930714396056107,2.48410803441877,4.420223733293133,1.1997716110819352
6.175064996923383,2.1651098410720904,4.135723175027998,1.3016561317895743
6.516583939701829,2.4893443745315764,4.401902569472015,1.421118081515166
6.856459913612445,2.4679287637928056,4.399979993166928,1.2066350253588758
5.944559631967385,2.367928201247509,4.331144382650093,1.208168424256039
6.27353235638553,2.078018050930941,4.605827926391642,1.1891311365673196
6.46268316108927,2.4347847415077757,4.07672660951949,1.3048460595731635
6.651625068092932,2.1898913891882206,4.103366601841425,1.257572968851539
6.368920962494978,2.334628613633185,4.075171173442765,1.2889679003952326
6.008035566379754,2.4573311403098774,4.235946116216347,1.3880631763788034
6.209991411878258,2.4042294522801684,4.408853001118847,1.331710282274054
6.168149203685343,2.4233751131914456,4.334166657544819,1.2889400281123138
6.322275121971006,2.4526390944575525,4.540253457169289,1.260781700507095
6.514602738816744,2.3655162235839455,4.779296962774141,1.3887682733665911
6.485783123926572,2.22709327091466,4.646027274997918,1.3195541561963282
6.911440185007136,2.1838528191421096,4.030097140019181,1.1881718710908664
6.476438289323117,2.502059705299301,3.9617000845765244,1.3587004722090223
6.497902129991511,2.406859928420954,4.272756757950855,1.3833290756110423
5.7263307335877665,2.4174983062861326,4.1950233083871975,1.2939778214630986
