sepal_length,sepal_width,petal_length,petal_width
5.222818472726362,2.4593479063345445,4.972339565258015,1.1985372658434277
7.53524299994941,1.9097834326997665,4.684751656313557,1.2730785675535663
6.165436790788773,2.261033966750857,3.975279921890514,1.412092670212761
6.858372845734267,2.099805341297361,4.990139371110872,1.2047593706981716
6.867234672446086,1.951319786111101,3.8169148913345925,1.2042137351442905
6.53656189452301,2.4338705666404032,4.217586862662756,1.0804763596174674
5.9815593232736655,2.4736661146824193,4.700952011589357,1.1233021348668302
5.059615605077797,2.5327430879124275,3.707207972838029,1.0828215548614284
5.046807066422092,2.237993219880373,4.405744465585434,1.3715853039972672
5.786080878595716,2.4935907390758376,3.818024069036217,1.4726348276173808
6.4810577888039225,2.3771786375022845,3.8892047282512308,1.0785365496362018
6.2111065037632915,2.4063629957685704,3.687281767244567,1.534277926754647
7.510644187786673,2.341820159761092,5.192121713281195,1.1333115235420437
5.104060126652402,1.8762567724671586,4.554021963791131,1.0720537793871483
7.4555349291967,1.9705785538986464,4.056312138653243,1.4677092570391412
5.5912256142223145,2.0635309817782046,4.650463762192193,1.1835647660144164
5.5879680376994045,2.0738434971612048,4.38353959883968,1.542371933820371
7.1372396127342945,2.101841443395363,4.1595368469566525,1.2815463702621201
7.506902710482815,1.9985992308688583,4.149170262145714,1.4193015688710118
7.4691382103577375,1.9832211957430985,3.9201887193820486,1.1573612306830237
5.092748714320025,2.3957863749824733,4.700437410496773,1.3533134628651318
5.219733933320292,1.903691715685981,3.8902803359096585,1.1909531481634357
7.02209001289332,1.9866390444890072,3.597602300859657,1.2448735040107888
6.089308268757639,2.2548347511338376,4.975350237487465,1.0909628157328897
6.813934047703345,2.1509099253616673,4.065565040126428,1.5249224255647098
5.66614068153019,2.4311292885122167,4.004224852981922,1.3037148189730003
7.0214580893426195,2.6511847216349596,4.996107142919289,1.3427339827952127
5.667017114652319,2.448334712600916,4.7694328805721105,1.0455598348590207
6.146810487548324,2.615801079396023,4.381674169387764,1.2019152299249272
7.23693038298215,1.983410241727421,3.883343609052513,1.3974336308067894
5.928138572646969,2.4959754888750765,3.797558373416706,1.1711799265924399
5.434751393476357,2.716677488478429,4.233510971097627,1.2153543531533175
5.075789433550327,1.9811441730580162,4.261199106986799,1.075621452137385
6.327063110355667,2.258614203387292,4.87021592700606,1.3830974047281648
6.163787209407846,2.0466878440966654,4.799279876191339,1.4080882937961863
5.426306324498777,2.68157168491137,3.633353004186476,1.0686196086242126
5.512123052509316,2.6767039342048693,4.435196698304983,1.449729278749908
5.614164833952781,2.2910042166814413,4.150589455978033,1.4704708756744203
5.096963187185251,2.0643353115688168,3.788530634772187,1.4867783001352162
6.218210501228289,2.2118824403817587,4.311089661297901,1.5454007663652143
7.182673833726529,2.489859270102283,4.031242968232928,1.1258899597495928
7.362012745141623,2.229229480972764,4.010610207064787,1.2848788297371705
7.352975505507287,2.1961019283199894,4.510248155156655,1.4575424765764549
